Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Price(euro),Age,km_year
Mazda,6,2004,Sedan,361086.0,2000.0,Petrol,4199.0,18,20060.33333333333
Rare,Rare,2014,Sedan,78000.0,1999.0,Petrol,21600.0,8,9750.0
Ford,Rare,2013,Hatchback,245000.0,1500.0,Diesel,5500.0,9,27222.222222222223
Renault,Laguna,2009,Universal,185000.0,1500.0,Diesel,4700.0,13,14230.76923076923
Infiniti,Rare,2014,SUV,140000.0,2500.0,Hybrid,22000.0,8,17500.0
Skoda,Superb,2017,Universal,96000.0,2000.0,Diesel,22600.0,5,19200.0
Skoda,Octavia,2014,Universal,220000.0,200.0,Diesel,7500.0,8,27500.0
Toyota,Avensis,2004,Hatchback,198000.0,1800.0,Petrol,3200.0,18,11000.0
Honda,Rare,2018,Sedan,45701.0,1500.0,Plug-in Hybrid,18999.0,4,11425.25
Hyundai,Tucson,2006,SUV,186000.0,2000.0,Diesel,6600.0,16,11625.0
Volkswagen,Golf,2006,Hatchback,59000.0,1600.0,Petrol,6000.0,16,3687.5
Dacia,Logan,2017,Sedan,183000.0,1500.0,Diesel,5400.0,5,36600.0
Volkswagen,Touareg,2005,Crossover,381998.0,2500.0,Diesel,6899.0,17,22470.470588235294
Hyundai,Rare,2002,Minivan,500000.0,2499.0,Diesel,2000.0,20,25000.0
Renault,Scenic,2004,Hatchback,220000.0,1500.0,Diesel,3200.0,18,12222.222222222224
Skoda,Fabia,2004,Universal,167736.0,1400.0,Petrol,3799.0,18,9318.666666666666
Lexus,RX Series,2020,Crossover,4500.0,3500.0,Hybrid,64900.0,2,2250.0
Mercedes,E Class,2016,Sedan,179000.0,2000.0,Diesel,27999.0,6,29833.33333333333
Mitsubishi,Outlander,2014,SUV,206000.0,2000.0,Plug-in Hybrid,12999.0,8,25750.0
Mercedes,S Class,1992,Sedan,480000.0,3200.0,Metan/Propan,5400.0,30,16000.0
Volkswagen,Polo,2000,Hatchback,111111.0,1400.0,Petrol,1350.0,22,5050.5
Toyota,Rare,2017,Hatchback,95000.0,1800.0,Plug-in Hybrid,17999.0,5,19000.0
Skoda,Superb,2016,Sedan,116000.0,1968.0,Diesel,20300.0,6,19333.33333333333
Mercedes,E Class,2012,Sedan,205338.0,1796.0,Petrol,15999.0,10,20533.8
Lexus,CT Series,2014,Hatchback,169000.0,1793.0,Hybrid,12500.0,8,21125.0
Volkswagen,Jetta,2012,Sedan,285209.0,1400.0,Hybrid,7699.0,10,28520.9
Nissan,Qashqai,2010,Crossover,173000.0,1600.0,Petrol,7500.0,12,14416.666666666666
Toyota,Prius,2008,Hatchback,244000.0,1500.0,Hybrid,6999.0,14,17428.571428571428
Volkswagen,Jetta,2013,Sedan,198000.0,1400.0,Hybrid,8600.0,9,22000.0
Ford,Focus,2008,Hatchback,105433.0,1400.0,Petrol,4300.0,14,7530.928571428572
Nissan,Rare,1994,Sedan,215222.0,1392.0,Petrol,900.0,28,7686.5
Opel,Combo,1998,Minivan,11111.0,1700.0,Diesel,1300.0,24,462.9583333333333
Toyota,Avensis,2007,Sedan,305000.0,2200.0,Diesel,7450.0,15,20333.33333333333
Citroen,Berlingo,2004,Minivan,209405.0,1400.0,Petrol,2700.0,18,11633.611111111111
Volkswagen,Caddy,2002,Combi,360000.0,1900.0,Diesel,2800.0,20,18000.0
Renault,Megane,2019,Sedan,15000.0,1332.0,Petrol,10800.0,3,5000.0
Toyota,Prius,2009,Hatchback,155705.0,1500.0,Hybrid,6500.0,13,11977.307692307691
BMW,5 Series,1994,Sedan,251342.0,2500.0,Metan/Propan,2350.0,28,8976.5
Vaz,Rare,2014,SUV,77000.0,1700.0,Petrol,6000.0,8,9625.0
Mercedes,B Class,2019,Universal,44000.0,1950.0,Diesel,24600.0,3,14666.666666666666
Volvo,XC90,2020,Crossover,5404.0,1969.0,Hybrid,58499.0,2,2702.0
Volkswagen,Passat CC,2010,Coupe,187000.0,2000.0,Petrol,8700.0,12,15583.333333333334
Renault,Grand Scenic,2012,Minivan,198000.0,1500.0,Diesel,7300.0,10,19800.0
Opel,Astra,2007,Minivan,300000.0,1300.0,Diesel,4500.0,15,20000.0
Lexus,Es Series,2013,Sedan,101546.0,2013.0,Hybrid,18200.0,9,11282.888888888889
KIA,Rare,2011,Sedan,250000.0,1400.0,Diesel,4700.0,11,22727.272727272728
Audi,A6,2005,Universal,420000.0,3000.0,Diesel,4950.0,17,24705.88235294117
BMW,5 Series,1995,Sedan,320000.0,2000.0,Petrol,6000.0,27,11851.851851851852
Honda,CR-V,2008,Crossover,230000.0,2000.0,Petrol,10000.0,14,16428.571428571428
Toyota,Land Cruiser,2005,SUV,300000.0,4700.0,Metan/Propan,20000.0,17,17647.058823529413
Volkswagen,Caddy,2011,Combi,157000.0,2000.0,Metan/Propan,6590.0,11,14272.727272727272
Opel,Astra,2005,Universal,225000.0,1600.0,Petrol,3800.0,17,13235.29411764706
Hyundai,ix35,2015,Crossover,149000.0,1685.0,Diesel,12200.0,7,21285.714285714286
BMW,5 Series,1991,Sedan,320000.0,2500.0,Petrol,1200.0,31,10322.58064516129
Renault,Megane,2013,Universal,189000.0,1500.0,Diesel,6850.0,9,21000.0
Opel,Astra,2011,Universal,164000.0,1300.0,Diesel,7800.0,11,14909.09090909091
Mercedes,E Class,2010,Sedan,265000.0,2143.0,Diesel,14999.0,12,22083.33333333333
Mercedes,E Class,2009,Sedan,368591.0,2149.0,Diesel,12499.0,13,28353.153846153848
Vaz,Rare,1999,Sedan,95000.0,1500.0,Petrol,1100.0,23,4130.434782608696
Opel,Rare,1995,Coupe,300000.0,1400.0,Petrol,2000.0,27,11111.111111111111
Toyota,Land Cruiser Prado,2009,SUV,180000.0,3000.0,Diesel,22500.0,13,13846.153846153846
Fiat,Rare,2013,Hatchback,100530.0,1400.0,Petrol,7899.0,9,11170.0
Volkswagen,Rare,2001,Hatchback,65000.0,1200.0,Diesel,1300.0,21,3095.2380952380954
Hyundai,Tucson,2017,SUV,160152.0,1995.0,Diesel,15720.0,5,32030.4
Volkswagen,Golf,2011,Hatchback,212525.0,1200.0,Petrol,5499.0,11,19320.454545454544
BMW,X6,2011,Coupe,171000.0,4000.0,Diesel,32999.0,11,15545.454545454546
Lexus,RX Series,2008,Crossover,133994.0,3500.0,Metan/Propan,12199.0,14,9571.0
Toyota,Yaris,2007,Hatchback,240000.0,1364.0,Diesel,4400.0,15,16000.0
Renault,Megane,2013,Universal,210000.0,1500.0,Diesel,6000.0,9,23333.33333333333
Toyota,Rare,2014,Universal,170000.0,1800.0,Hybrid,10800.0,8,21250.0
Renault,Megane,2010,Universal,208134.0,1500.0,Diesel,6299.0,12,17344.5
Opel,Rare,2014,Microvan,217631.0,1600.0,Diesel,12499.0,8,27203.875
Chrysler,Rare,1996,Minivan,190000.0,3000.0,Metan/Propan,3000.0,26,7307.692307692308
Opel,Astra,2004,Hatchback,294000.0,1400.0,Petrol,3000.0,18,16333.333333333334
Ford,Mondeo,2003,Universal,222222.0,2000.0,Diesel,800.0,19,11695.894736842103
Volkswagen,Tiguan,2010,Crossover,156000.0,1390.0,Petrol,8100.0,12,13000.0
Toyota,Corolla,2020,Sedan,15349.0,1800.0,Petrol,12000.0,2,7674.5
Lexus,RX Series,2012,SUV,189000.0,3456.0,Hybrid,21900.0,10,18900.0
Toyota,Auris,2007,Universal,128845.0,1400.0,Diesel,5400.0,15,8589.666666666666
Volkswagen,Golf,2007,Hatchback,163000.0,1600.0,Metan/Propan,3999.0,15,10866.666666666666
Toyota,Yaris,2005,Hatchback,187000.0,1300.0,Petrol,3600.0,17,11000.0
Volkswagen,Caddy,2003,Combi,250000.0,1900.0,Diesel,2600.0,19,13157.894736842103
Volvo,XC90,2020,SUV,15000.0,1996.0,Plug-in Hybrid,55900.0,2,7500.0
Volvo,XC90,2004,SUV,307000.0,2400.0,Diesel,8600.0,18,17055.555555555555
Volkswagen,Passat,2010,Sedan,200000.0,2000.0,Petrol,7800.0,12,16666.666666666668
Toyota,Rav 4,2008,SUV,215000.0,2200.0,Diesel,8500.0,14,15357.142857142857
Toyota,Rav 4,2016,Crossover,98000.0,2498.0,Hybrid,20299.0,6,16333.333333333334
KIA,Optima,2016,Sedan,118824.0,2000.0,Hybrid,11550.0,6,19804.0
BMW,X6,2015,Crossover,80000.0,3000.0,Diesel,42500.0,7,11428.57142857143
Volkswagen,Passat,2010,Minivan,175000.0,1600.0,Diesel,5500.0,12,14583.333333333334
Dacia,Logan,2006,Sedan,320000.0,1400.0,Metan/Propan,1500.0,16,20000.0
Nissan,Qashqai,2014,Crossover,38577.0,1600.0,Diesel,14999.0,8,4822.125
Vaz,2106,1995,Sedan,11111.0,1500.0,Metan/Propan,700.0,27,411.5185185185185
Volkswagen,Golf,2008,Universal,221000.0,1400.0,Petrol,5000.0,14,15785.714285714286
Hyundai,Sonata,2017,Sedan,28378.0,1700.0,Diesel,16999.0,5,5675.6
Volvo,Rare,2002,Sedan,286305.0,2500.0,Metan/Propan,4800.0,20,14315.25
Mini,Rare,2014,Coupe,90000.0,1998.0,Petrol,13450.0,8,11250.0
KIA,Rio,2011,Hatchback,172000.0,1120.0,Diesel,6099.0,11,15636.363636363636
Dacia,Duster,2017,SUV,120000.0,1456.0,Diesel,12990.0,5,24000.0
Honda,Accord,2006,Sedan,232000.0,2000.0,Petrol,7000.0,16,14500.0
Lexus,Rare,2019,Crossover,24000.0,2000.0,Hybrid,26999.0,3,8000.0
Vaz,Rare,2000,Universal,237000.0,1500.0,Petrol,600.0,22,10772.727272727272
Mercedes,E Class,2014,Sedan,250000.0,2000.0,Diesel,15999.0,8,31250.0
KIA,Sportage,2017,SUV,118000.0,2000.0,Diesel,17650.0,5,23600.0
Honda,Civic,2009,Sedan,229000.0,1400.0,Petrol,6250.0,13,17615.384615384617
Volvo,XC90,2016,SUV,135000.0,2000.0,Petrol,29000.0,6,22500.0
BMW,5 Series,2007,Universal,450000.0,3000.0,Diesel,4500.0,15,30000.0
Dacia,Logan,2008,Sedan,240000.0,1500.0,Diesel,2899.0,14,17142.85714285714
Ford,Focus,2013,Universal,177000.0,1000.0,Petrol,5600.0,9,19666.666666666668
Rare,Altele,2013,Sedan,140000.0,2000.0,Petrol,11500.0,9,15555.555555555557
Ford,Kuga,2016,SUV,102500.0,1500.0,Diesel,14490.0,6,17083.333333333332
Ford,Fiesta,2014,Hatchback,40000.0,1400.0,Diesel,3450.0,8,5000.0
Renault,Talisman,2016,Universal,168000.0,1500.0,Diesel,13499.0,6,28000.0
Land Rover,Freelander,2007,SUV,238011.0,2200.0,Diesel,8350.0,15,15867.4
Opel,Corsa,2006,Hatchback,231000.0,1300.0,Diesel,2550.0,16,14437.5
Toyota,Avensis,2014,Sedan,193000.0,2200.0,Diesel,12699.0,8,24125.0
Renault,Scenic,2004,Hatchback,345000.0,1500.0,Diesel,2800.0,18,19166.666666666668
Toyota,Avensis,2015,Universal,154000.0,2000.0,Diesel,12900.0,7,22000.0
GAZ,Altele,1987,Sedan,7765.0,2445.0,Petrol,450.0,35,221.8571428571429
Volkswagen,Sharan,2002,Minivan,235000.0,1900.0,Diesel,4490.0,20,11750.0
Ford,Focus,2016,Universal,152700.0,1500.0,Diesel,9250.0,6,25450.0
Mazda,323,1997,Hatchback,20000.0,1800.0,Petrol,350.0,25,800.0
Hyundai,Rare,2014,Universal,165900.0,1400.0,Diesel,7100.0,8,20737.5
Dacia,Logan Mcv,2009,Universal,300000.0,1600.0,Petrol,3999.0,13,23076.92307692308
Opel,Vectra,1993,Sedan,11111.0,1800.0,Metan/Propan,650.0,29,383.13793103448273
Toyota,Auris,2008,Hatchback,240000.0,1400.0,Diesel,6200.0,14,17142.85714285714
Toyota,Corolla Verso,2009,Minivan,138500.0,1794.0,Petrol,7500.0,13,10653.846153846154
BMW,3 Series,1996,Sedan,214567.0,1600.0,Petrol,1200.0,26,8252.576923076924
Toyota,Prius,2015,Hatchback,124800.0,1800.0,Hybrid,11399.0,7,17828.571428571428
Mitsubishi,Rare,2002,Universal,281346.0,1600.0,Metan/Propan,1900.0,20,14067.3
Audi,Q5,2013,Crossover,82000.0,2000.0,Hybrid,18200.0,9,9111.111111111111
Vaz,2121niva,2005,SUV,250121.0,1700.0,Petrol,2999.0,17,14713.0
Opel,Astra,2006,Coupe,189000.0,1600.0,Petrol,2100.0,16,11812.5
Volkswagen,Passat CC,2011,Sedan,138000.0,2000.0,Petrol,9500.0,11,12545.454545454546
Renault,Kangoo,2009,Universal,123000.0,1500.0,Diesel,2200.0,13,9461.53846153846
Volkswagen,Polo,2011,Sedan,153000.0,1300.0,Diesel,4600.0,11,13909.09090909091
Rover,Rare,1998,Sedan,372000.0,1600.0,Petrol,990.0,24,15500.0
Toyota,Avensis,2009,Universal,287000.0,2200.0,Diesel,5500.0,13,22076.92307692308
Peugeot,206,2010,Hatchback,300000.0,1400.0,Petrol,2600.0,12,25000.0
Volkswagen,Passat,1996,Universal,300000.0,1900.0,Diesel,2500.0,26,11538.46153846154
Renault,Kadjar,2016,Crossover,163735.0,1500.0,Diesel,11999.0,6,27289.166666666668
Audi,A6,2001,Minivan,287000.0,2500.0,Diesel,5900.0,21,13666.666666666666
BMW,3 Series,2014,Sedan,160000.0,2999.0,Petrol,22500.0,8,20000.0
BMW,X5,2015,Crossover,185407.0,3000.0,Diesel,35999.0,7,26486.714285714286
Toyota,Rare,2021,Minivan,6000.0,2500.0,Hybrid,28000.0,1,6000.0
Opel,Vectra,2003,Sedan,280000.0,2200.0,Diesel,4500.0,19,14736.842105263158
Mercedes,Series (W124),1995,Sedan,316406.0,2200.0,Metan/Propan,5850.0,27,11718.74074074074
Nissan,Qashqai,2017,Crossover,163000.0,1500.0,Diesel,13300.0,5,32600.0
Audi,A5,2015,Sedan,135000.0,2000.0,Diesel,18900.0,7,19285.714285714286
Volkswagen,Golf,2007,Universal,190000.0,1400.0,Petrol,5500.0,15,12666.666666666666
Audi,A6,2016,Sedan,102800.0,1968.0,Diesel,21500.0,6,17133.333333333332
Opel,Astra,2013,Universal,209000.0,1300.0,Diesel,6500.0,9,23222.222222222223
Ford,Fusion,2013,Sedan,120788.0,2000.0,Plug-in Hybrid,12499.0,9,13420.888888888889
Opel,Meriva,2010,Hatchback,84931.0,1398.0,Petrol,5700.0,12,7077.583333333333
Renault,Scenic,2010,Sedan,198000.0,1500.0,Diesel,6300.0,12,16500.0
BMW,X3,2016,SUV,176500.0,2000.0,Diesel,17999.0,6,29416.666666666668
Skoda,Rare,2011,Hatchback,110000.0,1400.0,Petrol,3800.0,11,10000.0
Mercedes,A Class,2010,Hatchback,178000.0,1500.0,Petrol,5400.0,12,14833.333333333334
Audi,A6,2007,Sedan,295367.0,2400.0,Petrol,6699.0,15,19691.13333333333
Volkswagen,Jetta,2015,Sedan,50000.0,1400.0,Petrol,6700.0,7,7142.857142857143
Nissan,Qashqai,2014,Crossover,149000.0,1500.0,Diesel,11700.0,8,18625.0
Mercedes,Vito,2000,Minivan,258036.0,2200.0,Diesel,4750.0,22,11728.90909090909
Dacia,Duster,2012,Crossover,139433.0,1500.0,Diesel,7199.0,10,13943.3
Volkswagen,Golf,2009,Hatchback,165000.0,2000.0,Diesel,11800.0,13,12692.307692307691
Toyota,Avensis,2004,Sedan,215400.0,1800.0,Metan/Propan,5500.0,18,11966.666666666666
BMW,5 Series,1992,Sedan,235480.0,2500.0,Diesel,1100.0,30,7849.333333333333
Mitsubishi,Rare,2009,Hatchback,78000.0,1500.0,Petrol,2400.0,13,6000.0
Honda,Rare,2002,Minivan,350000.0,2000.0,Metan/Propan,1450.0,20,17500.0
Mercedes,C Class,1996,Sedan,257600.0,1800.0,Petrol,2420.0,26,9907.692307692309
Dacia,Lodgy,2018,Minivan,72000.0,1461.0,Diesel,8800.0,4,18000.0
Rare,Rare,2015,Sedan,223000.0,1600.0,Metan/Propan,2999.0,7,31857.14285714286
Skoda,Superb,2016,Sedan,150000.0,2000.0,Diesel,17900.0,6,25000.0
Mazda,6,2019,Sedan,21000.0,2000.0,Petrol,21500.0,3,7000.0
BMW,7 Series,2005,Sedan,296623.0,2996.0,Metan/Propan,8499.0,17,17448.41176470588
Ford,Focus,2012,Universal,181000.0,1000.0,Petrol,5350.0,10,18100.0
Subaru,Rare,2007,Minivan,122000.0,2000.0,Petrol,6299.0,15,8133.333333333333
Volkswagen,Polo,2014,Hatchback,225000.0,1200.0,Diesel,6350.0,8,28125.0
Toyota,Rare,2016,Sedan,90000.0,1800.0,Petrol,13700.0,6,15000.0
Hyundai,Santa FE,2017,SUV,130860.0,2199.0,Diesel,21500.0,5,26172.0
Mercedes,E Class,1998,Sedan,230000.0,1800.0,Petrol,1450.0,24,9583.333333333334
Toyota,Yaris,2013,Hatchback,126000.0,1500.0,Hybrid,8700.0,9,14000.0
Volkswagen,Passat,2006,Sedan,240000.0,200.0,Petrol,4300.0,16,15000.0
Mercedes,Rare,2014,Coupe,134000.0,2143.0,Diesel,26000.0,8,16750.0
Mercedes,E Class,2011,Sedan,189000.0,1800.0,Petrol,7300.0,11,17181.81818181818
Skoda,Octavia,2010,Universal,234000.0,1400.0,Petrol,5500.0,12,19500.0
BMW,5 Series,1994,Sedan,22222.0,2000.0,Petrol,1700.0,28,793.6428571428571
Ford,Fiesta,2004,Hatchback,189000.0,1300.0,Petrol,1550.0,18,10500.0
Opel,Combo,2008,Combi,230000.0,1294.0,Diesel,3500.0,14,16428.571428571428
Volkswagen,Touran,2012,Minivan,144211.0,1400.0,Petrol,7250.0,10,14421.1
Volkswagen,Sharan,2006,Universal,158888.0,1900.0,Diesel,5450.0,16,9930.5
Honda,Accord,2004,Sedan,282000.0,2000.0,Metan/Propan,7200.0,18,15666.666666666666
KIA,Rio,2013,Hatchback,182000.0,1400.0,Diesel,5999.0,9,20222.222222222223
Mercedes,M Class,2003,SUV,220000.0,2700.0,Diesel,7800.0,19,11578.947368421052
BMW,5 Series,2002,Sedan,300000.0,2000.0,Diesel,2650.0,20,15000.0
Hyundai,Santa FE,2016,Crossover,147200.0,2200.0,Diesel,18500.0,6,24533.33333333333
Mercedes,Rare,2013,SUV,97760.0,3000.0,Diesel,34999.0,9,10862.222222222224
Toyota,Land Cruiser Prado,2019,SUV,30000.0,2800.0,Diesel,49500.0,3,10000.0
Audi,100,1989,Universal,300000.0,2000.0,Diesel,10000.0,33,9090.90909090909
Mercedes,Vito,2014,Minivan,195000.0,2200.0,Diesel,14299.0,8,24375.0
Dacia,Logan,2009,Universal,150000.0,1400.0,Metan/Propan,3000.0,13,11538.46153846154
BMW,3 Series,2003,Sedan,300000.0,3000.0,Diesel,3000.0,19,15789.473684210529
Nissan,Almera,2005,Hatchback,11111.0,1500.0,Diesel,2600.0,17,653.5882352941177
Volkswagen,Passat,2007,Sedan,210000.0,1600.0,Petrol,5200.0,15,14000.0
Skoda,Superb,2009,Sedan,248000.0,1800.0,Petrol,7200.0,13,19076.92307692308
Lexus,Es Series,2014,Sedan,67000.0,2500.0,Hybrid,18300.0,8,8375.0
Audi,A8,2017,Sedan,112000.0,2967.0,Diesel,39999.0,5,22400.0
Toyota,Avensis,2012,Sedan,230000.0,2000.0,Diesel,12000.0,10,23000.0
Mercedes,E Class,1994,Sedan,222222.0,2500.0,Diesel,4500.0,28,7936.5
Dacia,Logan,2011,Minivan,166000.0,1500.0,Diesel,5790.0,11,15090.90909090909
Skoda,Octavia,2005,Hatchback,280000.0,1600.0,Petrol,5200.0,17,16470.58823529412
Dacia,Logan Mcv,2009,Universal,251113.0,1600.0,Metan/Propan,5999.0,13,19316.384615384617
Toyota,Land Cruiser Prado,2007,SUV,271830.0,4000.0,Metan/Propan,16500.0,15,18122.0
Daihatsu,Rare,2009,SUV,123500.0,1500.0,Petrol,3600.0,13,9500.0
Audi,A6,2012,Universal,295227.0,2000.0,Diesel,16799.0,10,29522.7
Toyota,Corolla,2005,Universal,270000.0,1400.0,Diesel,5000.0,17,15882.35294117647
Toyota,Avensis,2014,Universal,165788.0,1998.0,Diesel,13499.0,8,20723.5
Audi,Rare,1997,Sedan,270000.0,4200.0,Metan/Propan,4699.0,25,10800.0
Hyundai,Rare,2000,Minivan,325316.0,2500.0,Diesel,2500.0,22,14787.09090909091
Ford,Fusion,2004,Universal,168000.0,1400.0,Petrol,2950.0,18,9333.333333333334
Mercedes,Rare,2020,Crossover,14840.0,3000.0,Petrol,49000.0,2,7420.0
Chevrolet,Rare,2005,Hatchback,340000.0,1200.0,Metan/Propan,1250.0,17,20000.0
Mercedes,C Class,2008,Sedan,279580.0,2200.0,Diesel,9600.0,14,19970.0
Mitsubishi,Rare,2012,Hatchback,172345.0,1200.0,Petrol,3700.0,10,17234.5
Audi,A6,1997,Sedan,490000.0,200.0,Metan/Propan,2750.0,25,19600.0
Renault,Clio,2020,Hatchback,1781.0,900.0,Petrol,8599.0,2,890.5
Citroen,Rare,2002,Universal,320000.0,300.0,Petrol,2400.0,20,16000.0
Opel,Vectra,2007,SUV,220000.0,1900.0,Diesel,2550.0,15,14666.666666666666
Hyundai,Tucson,2009,SUV,240000.0,2000.0,Metan/Propan,5300.0,13,18461.53846153846
BMW,X5,2005,SUV,267000.0,3000.0,Petrol,8999.0,17,15705.882352941177
Hyundai,Altele,2019,SUV,27000.0,2199.0,Diesel,33499.0,3,9000.0
Daewoo,Rare,2009,Sedan,192000.0,1498.0,Metan/Propan,1850.0,13,14769.23076923077
Renault,Grand Scenic,2012,Minivan,176000.0,1500.0,Diesel,8499.0,10,17600.0
Renault,Laguna,2008,Sedan,160000.0,2000.0,Diesel,3200.0,14,11428.57142857143
Dacia,Sandero,2011,Hatchback,120300.0,1200.0,Petrol,4400.0,11,10936.363636363636
Mercedes,E Class,2008,Sedan,300000.0,2200.0,Diesel,8990.0,14,21428.571428571428
Suzuki,Rare,2016,Crossover,89000.0,1600.0,Petrol,7200.0,6,14833.333333333334
Toyota,Rare,2017,Crossover,114300.0,3500.0,Hybrid,32400.0,5,22860.0
Skoda,Superb,2007,Sedan,297170.0,1900.0,Diesel,5999.0,15,19811.33333333333
Mercedes,Rare,2016,Minivan,135000.0,2200.0,Diesel,39000.0,6,22500.0
Toyota,Corolla,2006,Sedan,189000.0,1400.0,Diesel,3100.0,16,11812.5
Infiniti,Rare,2017,Crossover,118700.0,1500.0,Diesel,16500.0,5,23740.0
Audi,A6,2002,Universal,400000.0,2500.0,Diesel,4850.0,20,20000.0
Hyundai,Tucson,2006,Crossover,260000.0,2000.0,Metan/Propan,6200.0,16,16250.0
Renault,Megane,2004,Sedan,255000.0,1600.0,Petrol,3200.0,18,14166.666666666666
Skoda,Octavia,2013,Universal,226682.0,1400.0,Petrol,10299.0,9,25186.88888888889
BMW,5 Series,2011,Sedan,261672.0,2000.0,Diesel,17199.0,11,23788.36363636364
Volkswagen,Golf,2015,Hatchback,150000.0,1395.0,Plug-in Hybrid,11999.0,7,21428.571428571428
BMW,5 Series,2018,Sedan,149000.0,2000.0,Plug-in Hybrid,30900.0,4,37250.0
Smart,Rare,2010,Hatchback,98000.0,1000.0,Petrol,2200.0,12,8166.666666666667
Audi,A4,2009,Sedan,340000.0,1800.0,Petrol,7000.0,13,26153.846153846152
Dacia,Sandero,2013,Hatchback,113000.0,898.0,Petrol,4499.0,9,12555.555555555557
Audi,Q7,2018,Crossover,84235.0,3000.0,Hybrid,67900.0,4,21058.75
Volkswagen,Golf,2008,Universal,206145.0,1390.0,Petrol,4799.0,14,14724.642857142857
Mitsubishi,Outlander,2005,Crossover,163000.0,2400.0,Metan/Propan,3150.0,17,9588.235294117649
Skoda,Superb,2017,Universal,159325.0,1600.0,Diesel,16500.0,5,31865.0
Volkswagen,Touareg,2013,SUV,144000.0,3000.0,Diesel,14999.0,9,16000.0
Mercedes,E Class,2011,Sedan,380000.0,2200.0,Diesel,12800.0,11,34545.454545454544
Hyundai,Accent,2004,Sedan,214567.0,1300.0,Metan/Propan,1500.0,18,11920.388888888889
Volkswagen,Transporter,2005,Minivan,216381.0,2500.0,Diesel,8500.0,17,12728.29411764706
Skoda,Rapid,2016,Sedan,173000.0,1422.0,Diesel,8170.0,6,28833.33333333333
Nissan,Primera,1998,Sedan,380000.0,2000.0,Metan/Propan,2150.0,24,15833.333333333334
Volkswagen,Golf,2009,Hatchback,139000.0,1400.0,Petrol,6500.0,13,10692.307692307691
Hyundai,Rare,2021,SUV,5000.0,2497.0,Petrol,57099.0,1,5000.0
Chevrolet,Rare,2019,Sedan,14000.0,1500.0,Petrol,15500.0,3,4666.666666666667
Renault,Laguna,2003,Hatchback,241210.0,1800.0,Petrol,2499.0,19,12695.263157894737
Lincoln,Rare,2013,Sedan,165000.0,2000.0,Hybrid,11999.0,9,18333.33333333333
Volkswagen,Touran,2006,Minivan,284000.0,2000.0,Diesel,6300.0,16,17750.0
Volvo,Rare,1995,Sedan,300000.0,2000.0,Metan/Propan,1200.0,27,11111.111111111111
KIA,Sportage,2019,Crossover,32922.0,1600.0,Petrol,17450.0,3,10974.0
Fiat,Rare,2012,Hatchback,209000.0,1300.0,Diesel,5500.0,10,20900.0
Volkswagen,Passat,2004,Universal,248000.0,1900.0,Diesel,4000.0,18,13777.777777777776
Suzuki,Rare,2005,SUV,71000.0,1600.0,Petrol,2600.0,17,4176.470588235294
Nissan,Qashqai,2010,Crossover,255000.0,1481.0,Diesel,7600.0,12,21250.0
Mercedes,E Class,2004,Sedan,294000.0,2600.0,Metan/Propan,6500.0,18,16333.333333333334
Nissan,Qashqai,2012,Crossover,125000.0,1500.0,Diesel,9999.0,10,12500.0
Opel,Combo,2005,Combi,264752.0,1400.0,Petrol,3400.0,17,15573.64705882353
Chrysler,Rare,2003,Minivan,240000.0,3300.0,Metan/Propan,6398.0,19,12631.578947368422
Hyundai,ix35,2010,Crossover,200000.0,2000.0,Diesel,11800.0,12,16666.666666666668
Citroen,Rare,2010,Hatchback,60000.0,1600.0,Petrol,7699.0,12,5000.0
Honda,Civic,2021,Sedan,150.0,1499.0,Petrol,17000.0,1,150.0
Vaz,Rare,2008,Sedan,101000.0,1600.0,Petrol,2000.0,14,7214.285714285715
Toyota,Rav 4,2015,Crossover,162490.0,2200.0,Diesel,17500.0,7,23212.85714285714
Toyota,Corolla Verso,2009,Minivan,190000.0,2200.0,Diesel,6299.0,13,14615.384615384615
Toyota,Avensis,2004,Universal,123000.0,1800.0,Petrol,5300.0,18,6833.333333333333
Renault,Megane,2013,Hatchback,167000.0,1499.0,Diesel,5100.0,9,18555.555555555555
Vaz,Rare,2004,Sedan,238000.0,1499.0,Metan/Propan,1300.0,18,13222.222222222224
Vaz,Rare,2007,Hatchback,95000.0,1600.0,Petrol,1600.0,15,6333.333333333333
Volvo,XC60,2010,Crossover,196700.0,2400.0,Diesel,6700.0,12,16391.666666666668
Skoda,Octavia,2006,Hatchback,198000.0,1600.0,Petrol,2600.0,16,12375.0
Mitsubishi,Rare,2000,Minivan,287000.0,200.0,Petrol,2150.0,22,13045.454545454546
Renault,Megane,2014,Universal,142600.0,1467.0,Diesel,8000.0,8,17825.0
Ford,Mondeo,2007,Universal,325000.0,2000.0,Diesel,2600.0,15,21666.666666666668
Toyota,Rav 4,2016,Crossover,45000.0,2000.0,Petrol,16950.0,6,7500.0
Toyota,Avensis,2009,Universal,268000.0,1800.0,Metan/Propan,7499.0,13,20615.384615384617
Mercedes,E Class,2007,Universal,298080.0,2200.0,Diesel,10199.0,15,19872.0
Nissan,Rare,2004,Crossover,200000.0,3500.0,Metan/Propan,8000.0,18,11111.111111111111
Volkswagen,Passat,2015,Universal,180000.0,1400.0,Hybrid,13500.0,7,25714.285714285717
Mercedes,Rare,2014,Minivan,148000.0,1460.0,Diesel,9000.0,8,18500.0
