Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Price(euro),Age,km_year
Volkswagen,Passat,2013,Sedan,258888.0,1400.0,Petrol,10000.0,9,28765.33333333333
Audi,80,1990,Sedan,270000.0,1800.0,Metan/Propan,2000.0,32,8437.5
BMW,Rare,2019,SUV,11000.0,4400.0,Petrol,84999.0,3,3666.6666666666665
Renault,Grand Scenic,2015,Universal,220000.0,1500.0,Diesel,9500.0,7,31428.571428571428
Volvo,XC60,2018,Crossover,169000.0,2000.0,Diesel,28399.0,4,42250.0
Audi,Rare,2016,SUV,116000.0,2967.0,Plug-in Hybrid,53888.0,6,19333.33333333333
Mitsubishi,Rare,2008,Crossover,275675.0,3200.0,Diesel,12499.0,14,19691.071428571428
BMW,X5,2014,SUV,175000.0,3000.0,Diesel,39999.0,8,21875.0
Renault,Grand Scenic,2017,Minivan,180000.0,1500.0,Diesel,12700.0,5,36000.0
Mercedes,E Class,1997,Sedan,336800.0,2200.0,Diesel,4099.0,25,13472.0
Peugeot,Rare,2021,Crossover,2500.0,1500.0,Diesel,21200.0,1,2500.0
Volkswagen,Golf,2010,Universal,171335.0,1400.0,Petrol,7000.0,12,14277.916666666666
Toyota,Auris,2014,Universal,151200.0,1400.0,Diesel,7758.0,8,18900.0
Mitsubishi,Rare,2004,Minivan,272000.0,1898.0,Diesel,2500.0,18,15111.111111111111
Renault,Grand Scenic,2015,Minivan,123000.0,1500.0,Diesel,4500.0,7,17571.428571428572
Renault,Scenic,2001,Minivan,300000.0,1998.0,Metan/Propan,4000.0,21,14285.714285714286
Volvo,XC60,2017,SUV,148000.0,2000.0,Diesel,27500.0,5,29600.0
Audi,A4,2012,Sedan,120000.0,1984.0,Petrol,9500.0,10,12000.0
Toyota,Prius,2011,Hatchback,143296.0,1800.0,Hybrid,8799.0,11,13026.90909090909
Renault,Talisman,2017,Universal,164000.0,1500.0,Diesel,13500.0,5,32800.0
Volkswagen,Caddy,2011,Minivan,300500.0,1600.0,Diesel,5850.0,11,27318.18181818182
Hyundai,Rare,2008,Hatchback,132000.0,1000.0,Petrol,2600.0,14,9428.57142857143
Honda,Accord,2018,Sedan,4450.0,1500.0,Petrol,17999.0,4,1112.5
Mitsubishi,Rare,2004,Hatchback,192000.0,1499.0,Petrol,3000.0,18,10666.666666666666
Seat,Ibiza,2011,Universal,200000.0,1200.0,Diesel,4700.0,11,18181.81818181818
Renault,Megane,2017,Universal,143000.0,1500.0,Diesel,10200.0,5,28600.0
Nissan,Qashqai,2018,Crossover,69000.0,1500.0,Diesel,16990.0,4,17250.0
Lexus,Rare,2019,Crossover,3514.0,2000.0,Hybrid,29900.0,3,1171.3333333333333
Skoda,Fabia,2011,Universal,257000.0,1200.0,Diesel,4800.0,11,23363.636363636364
Renault,Kangoo,2014,Universal,75000.0,1500.0,Diesel,3300.0,8,9375.0
BMW,5 Series,2003,Sedan,250000.0,3000.0,Diesel,2350.0,19,13157.894736842103
Toyota,Rare,2008,Hatchback,123000.0,1400.0,Diesel,2200.0,14,8785.714285714286
Renault,Rare,2004,Hatchback,200180.0,1500.0,Diesel,2400.0,18,11121.111111111111
Toyota,Avalon,2008,Sedan,258000.0,3500.0,Petrol,10500.0,14,18428.571428571428
Vaz,Rare,1995,Hatchback,95000.0,1500.0,Petrol,1000.0,27,3518.5185185185187
Audi,A6,2006,Universal,145000.0,2000.0,Petrol,5200.0,16,9062.5
BMW,Rare,2020,Crossover,9460.0,2000.0,Petrol,28999.0,2,4730.0
Dacia,Sandero,2009,Sedan,130000.0,1400.0,Petrol,3200.0,13,10000.0
Honda,Civic,2008,Sedan,262000.0,1300.0,Hybrid,4999.0,14,18714.285714285717
Volkswagen,Touran,2006,Minivan,208000.0,1900.0,Diesel,6200.0,16,13000.0
Mazda,6,2015,Sedan,87000.0,2200.0,Diesel,13997.0,7,12428.57142857143
Lexus,GS Series,1998,Sedan,345000.0,3000.0,Metan/Propan,5300.0,24,14375.0
Jeep,Rare,2014,Crossover,40000.0,2400.0,Metan/Propan,9500.0,8,5000.0
Dacia,Logan Mcv,2013,Universal,108147.0,1000.0,Petrol,5200.0,9,12016.333333333334
Renault,Grand Scenic,2013,Minivan,197500.0,1461.0,Diesel,7000.0,9,21944.444444444445
Mercedes,C Class,2015,Universal,207000.0,1995.0,Plug-in Hybrid,16400.0,7,29571.42857142857
Toyota,Camry,2017,Sedan,148500.0,2500.0,Petrol,17500.0,5,29700.0
Dacia,Sandero,2015,Hatchback,118200.0,1200.0,Petrol,5500.0,7,16885.714285714286
Hyundai,Getz,2004,Hatchback,245000.0,1100.0,Petrol,2700.0,18,13611.111111111111
Volkswagen,Sharan,2011,Microvan,183784.0,1400.0,Petrol,9950.0,11,16707.636363636364
Mercedes,M Class,2003,SUV,22222.0,3200.0,Petrol,7200.0,19,1169.578947368421
Opel,Rare,2010,Hatchback,190000.0,1300.0,Petrol,5200.0,12,15833.333333333334
Volkswagen,Passat,2015,Universal,218000.0,1968.0,Diesel,15499.0,7,31142.85714285714
KIA,Optima,2015,Sedan,39000.0,1700.0,Diesel,14500.0,7,5571.428571428572
Hyundai,Rare,2013,Sedan,119000.0,1800.0,Petrol,8500.0,9,13222.222222222224
Lincoln,Rare,2016,Sedan,75000.0,2000.0,Hybrid,18700.0,6,12500.0
BMW,5 Series,1997,Sedan,250000.0,2000.0,Petrol,3500.0,25,10000.0
Volkswagen,Passat,2002,Sedan,338000.0,1800.0,Petrol,3100.0,20,16900.0
Opel,Rare,1995,Sedan,100000.0,1600.0,Petrol,900.0,27,3703.703703703704
Dacia,Duster,2014,SUV,129000.0,1500.0,Diesel,9600.0,8,16125.0
Audi,Rare,2009,Universal,187000.0,2000.0,Petrol,11000.0,13,14384.615384615385
Mercedes,Rare,2018,SUV,71000.0,3000.0,Petrol,59900.0,4,17750.0
Hyundai,Rare,2008,Universal,246700.0,1600.0,Diesel,5999.0,14,17621.428571428572
Opel,Rare,2015,Crossover,81870.0,1400.0,Petrol,11499.0,7,11695.714285714286
Nissan,Qashqai,2013,Crossover,53000.0,1500.0,Diesel,10600.0,9,5888.888888888889
Volkswagen,Touran,2009,Minivan,159676.0,1400.0,Petrol,7699.0,13,12282.76923076923
Toyota,Auris,2014,Universal,45000.0,1800.0,Hybrid,6600.0,8,5625.0
Volkswagen,Golf,1995,Universal,223000.0,1600.0,Petrol,650.0,27,8259.25925925926
Volkswagen,Passat,2017,Sedan,79403.0,1800.0,Petrol,9000.0,5,15880.6
Skoda,Octavia,2019,Sedan,58000.0,1600.0,Petrol,14999.0,3,19333.33333333333
Skoda,Octavia,2011,Universal,223456.0,1900.0,Diesel,4800.0,11,20314.18181818182
Mercedes,B Class,2014,Universal,120000.0,2000.0,Petrol,7000.0,8,15000.0
Nissan,Almera,1999,Hatchback,200000.0,1600.0,Petrol,1999.0,23,8695.652173913044
Renault,Megane,2011,Universal,226000.0,1500.0,Diesel,5100.0,11,20545.454545454544
Mercedes,E Class,2018,Sedan,92000.0,2000.0,Diesel,34000.0,4,23000.0
Subaru,Rare,2011,Hatchback,132000.0,1400.0,Diesel,7699.0,11,12000.0
Vaz,Rare,1973,Sedan,31000.0,1500.0,Petrol,3500.0,49,632.6530612244898
Dacia,Logan,2006,Sedan,252965.0,1397.0,Petrol,3199.0,16,15810.3125
Suzuki,Rare,1999,Universal,11111.0,1600.0,Metan/Propan,1500.0,23,483.0869565217391
KIA,Ceed,2010,Hatchback,175000.0,1400.0,Metan/Propan,5200.0,12,14583.333333333334
Toyota,Avensis,2003,Universal,430000.0,2000.0,Diesel,6000.0,19,22631.57894736842
GAZ,Rare,1989,Sedan,61000.0,2400.0,Petrol,6900.0,33,1848.4848484848485
Vaz,2106,1987,Combi,5565.0,300.0,Petrol,500.0,35,159.0
Renault,Grand Scenic,2017,Universal,156802.0,1500.0,Diesel,13500.0,5,31360.4
Opel,Corsa,2011,Hatchback,155000.0,1300.0,Diesel,4300.0,11,14090.90909090909
KIA,Rio,2006,Sedan,193415.0,1500.0,Diesel,3650.0,16,12088.4375
Opel,Astra,2011,Universal,141000.0,1400.0,Petrol,6499.0,11,12818.181818181818
Mercedes,S Class,1995,Sedan,293000.0,3500.0,Diesel,4300.0,27,10851.851851851852
Seat,Rare,2012,Minivan,135000.0,1400.0,Petrol,6200.0,10,13500.0
Audi,A4,2004,Sedan,231765.0,1800.0,Metan/Propan,3000.0,18,12875.833333333334
Hyundai,Santa FE,2019,Crossover,52231.0,2000.0,Petrol,13000.0,3,17410.333333333332
Ford,Focus,2004,Hatchback,261000.0,1600.0,Petrol,3300.0,18,14500.0
Lexus,Es Series,2013,Sedan,173000.0,2500.0,Hybrid,16900.0,9,19222.222222222223
Opel,Vectra,2000,Universal,178000.0,2000.0,Petrol,1150.0,22,8090.909090909091
Mitsubishi,Rare,2006,SUV,155000.0,3497.0,Petrol,7600.0,16,9687.5
Dacia,Logan Mcv,2007,Universal,250000.0,1400.0,Metan/Propan,2750.0,15,16666.666666666668
Mercedes,C Class,2006,Sedan,210000.0,1800.0,Petrol,6499.0,16,13125.0
KIA,Rare,2017,Hatchback,122000.0,1600.0,Hybrid,13400.0,5,24400.0
Lexus,Es Series,2003,Sedan,186000.0,3000.0,Metan/Propan,6999.0,19,9789.473684210529
Land Rover,Range Rover Sport,2011,SUV,185000.0,3000.0,Diesel,18790.0,11,16818.18181818182
Volkswagen,Caddy,2013,Minivan,119000.0,1600.0,Diesel,8499.0,9,13222.222222222224
Skoda,Fabia,2013,Universal,156000.0,1200.0,Petrol,7899.0,9,17333.333333333332
Mercedes,Vito,1998,Minivan,333614.0,2229.0,Diesel,4800.0,24,13900.583333333334
Volkswagen,Passat CC,2014,Sedan,125000.0,2000.0,Petrol,7200.0,8,15625.0
Opel,Vectra,1990,Sedan,236328.0,200.0,Petrol,1400.0,32,7385.25
Renault,Megane,2010,Universal,192000.0,1500.0,Diesel,5200.0,12,16000.0
Honda,CR-V,2018,SUV,55600.0,1500.0,Petrol,22100.0,4,13900.0
Volvo,Rare,2014,Universal,18200.0,1600.0,Diesel,12800.0,8,2275.0
Peugeot,Rare,2007,Sedan,246500.0,2000.0,Diesel,4999.0,15,16433.333333333332
Toyota,Rare,1994,Coupe,250000.0,2200.0,Metan/Propan,2200.0,28,8928.57142857143
Opel,Astra,1993,Hatchback,301300.0,1600.0,Petrol,900.0,29,10389.655172413792
Nissan,Rare,2004,Microvan,344423.0,2200.0,Diesel,3100.0,18,19134.61111111111
Hyundai,ix35,2015,Crossover,176800.0,2000.0,Diesel,14000.0,7,25257.14285714286
BMW,5 Series,2005,Sedan,280000.0,2200.0,Petrol,7499.0,17,16470.58823529412
Volkswagen,Passat,2012,Sedan,180000.0,1400.0,Metan/Propan,10500.0,10,18000.0
Volkswagen,Golf,2005,Hatchback,310000.0,1900.0,Diesel,5999.0,17,18235.29411764706
Renault,Grand Scenic,2014,Minivan,140000.0,1500.0,Diesel,5000.0,8,17500.0
Mitsubishi,Rare,2018,Crossover,24000.0,1500.0,Petrol,16200.0,4,6000.0
Dacia,Logan,2008,Sedan,226247.0,1500.0,Diesel,3000.0,14,16160.5
Audi,Rare,2014,Hatchback,87000.0,1398.0,Plug-in Hybrid,13300.0,8,10875.0
Mercedes,E Class,2016,Sedan,192000.0,2000.0,Diesel,25399.0,6,32000.0
Opel,Astra,2005,Universal,275000.0,1600.0,Petrol,3700.0,17,16176.470588235294
Volvo,Rare,2015,Universal,225600.0,2400.0,Plug-in Hybrid,14300.0,7,32228.571428571428
Vaz,2107,2001,Sedan,6000.0,1500.0,Petrol,400.0,21,285.7142857142857
Ford,C-Max,2012,Microvan,182000.0,2000.0,Hybrid,9000.0,10,18200.0
Volvo,XC60,2011,Crossover,206078.0,2400.0,Diesel,14999.0,11,18734.36363636364
Dacia,Lodgy,2012,Minivan,163000.0,1461.0,Diesel,6600.0,10,16300.0
Hyundai,Santa FE,2017,Crossover,33100.0,2000.0,Petrol,11350.0,5,6620.0
Opel,Vectra,2002,Sedan,260000.0,2200.0,Diesel,4450.0,20,13000.0
BMW,3 Series,2018,Sedan,45000.0,1999.0,Plug-in Hybrid,19499.0,4,11250.0
BMW,7 Series,2016,Sedan,107000.0,4400.0,Petrol,55000.0,6,17833.333333333332
BMW,5 Series,2009,Universal,43466.0,1400.0,Petrol,1000.0,13,3343.538461538461
Chevrolet,Rare,2015,Hatchback,47000.0,1600.0,Petrol,6390.0,7,6714.285714285715
Volkswagen,Passat,2009,Universal,305965.0,1400.0,Metan/Propan,7800.0,13,23535.76923076923
Opel,Vectra,1997,Hatchback,330000.0,1800.0,Petrol,1690.0,25,13200.0
BMW,X5,2008,Crossover,355000.0,3500.0,Diesel,13000.0,14,25357.14285714286
Porsche,Cayenne,2010,Crossover,106000.0,4800.0,Petrol,20899.0,12,8833.333333333334
Nissan,Qashqai,2007,Crossover,137660.0,1500.0,Diesel,6600.0,15,9177.333333333334
Peugeot,Rare,2001,Minivan,390000.0,200.0,Diesel,2500.0,21,18571.42857142857
Mercedes,C Class,2007,Universal,156000.0,1800.0,Petrol,3100.0,15,10400.0
Audi,A4,2000,Universal,342000.0,2500.0,Diesel,3800.0,22,15545.454545454546
Toyota,Prius,2011,Sedan,265000.0,1800.0,Metan/Propan,9000.0,11,24090.90909090909
BMW,5 Series,2007,Universal,250000.0,2995.0,Diesel,4000.0,15,16666.666666666668
Skoda,Rare,2008,Universal,229000.0,1400.0,Metan/Propan,3999.0,14,16357.142857142857
BMW,3 Series,2008,Coupe,195341.0,2993.0,Diesel,14999.0,14,13952.92857142857
Land Rover,Rare,2002,SUV,289000.0,2999.0,Diesel,10800.0,20,14450.0
Ford,Fusion,2013,Sedan,210795.0,2000.0,Plug-in Hybrid,10999.0,9,23421.666666666668
Skoda,Octavia,2013,Sedan,141000.0,1600.0,Diesel,12800.0,9,15666.666666666666
KIA,Sorento,2016,SUV,160000.0,2200.0,Diesel,21000.0,6,26666.666666666668
Audi,A4,2003,Universal,227802.0,2500.0,Diesel,4350.0,19,11989.578947368422
Volkswagen,Passat,1991,Universal,290000.0,2000.0,Petrol,1100.0,31,9354.83870967742
Nissan,Qashqai+2,2011,Crossover,210000.0,1500.0,Diesel,7399.0,11,19090.90909090909
Dacia,Logan Mcv,2008,Minivan,157455.0,1600.0,Metan/Propan,650.0,14,11246.785714285714
Ford,Fusion,2014,Sedan,70700.0,2000.0,Hybrid,14999.0,8,8837.5
Renault,Kangoo,2004,Universal,350000.0,1500.0,Diesel,2700.0,18,19444.444444444445
Nissan,Rare,1998,Minivan,290000.0,2300.0,Diesel,1900.0,24,12083.333333333334
Honda,CR-V,2005,Crossover,230000.0,2200.0,Diesel,8300.0,17,13529.411764705885
BMW,X6,2012,Crossover,153000.0,4000.0,Diesel,29400.0,10,15300.0
Mercedes,Rare,2010,Minivan,210000.0,2200.0,Diesel,11500.0,12,17500.0
Renault,Scenic,2012,Universal,149389.0,1500.0,Diesel,8999.0,10,14938.9
Volvo,Rare,2000,Hatchback,145000.0,2000.0,Petrol,4199.0,22,6590.909090909091
Toyota,Land Cruiser Prado,2012,Universal,150382.0,2700.0,Petrol,19999.0,10,15038.2
Mercedes,Rare,2020,SUV,40000.0,3000.0,Diesel,90000.0,2,20000.0
BMW,5 Series,2000,Crossover,320000.0,2500.0,Petrol,4200.0,22,14545.454545454546
Dacia,Duster,2011,Crossover,202176.0,1500.0,Diesel,6900.0,11,18379.636363636364
Hyundai,Rare,2020,Crossover,5000.0,1598.0,Petrol,22499.0,2,2500.0
Lexus,IS Series,2015,Sedan,74754.0,2000.0,Petrol,15000.0,7,10679.142857142857
Hyundai,ix35,2014,Crossover,94835.0,2000.0,Diesel,15899.0,8,11854.375
Nissan,Primera,1994,Sedan,26000.0,200.0,Petrol,1000.0,28,928.5714285714286
Dacia,Rare,2017,Minivan,55000.0,1461.0,Diesel,7600.0,5,11000.0
Toyota,Rav 4,2006,Crossover,175000.0,1993.0,Diesel,8000.0,16,10937.5
Volkswagen,Rare,2010,Cabriolet,212000.0,1400.0,Petrol,7700.0,12,17666.666666666668
Moskvich / Izh,Altele,1974,Combi,37256.0,1400.0,Petrol,3000.0,48,776.1666666666666
Opel,Rare,2004,Hatchback,190000.0,2200.0,Diesel,1300.0,18,10555.555555555557
Toyota,Auris,2010,Hatchback,168521.0,1400.0,Diesel,7199.0,12,14043.416666666666
Toyota,C-HR,2018,Crossover,167000.0,1800.0,Hybrid,18650.0,4,41750.0
Toyota,Avensis,2012,Universal,219000.0,2200.0,Diesel,11800.0,10,21900.0
Porsche,Cayenne,2010,Crossover,218241.0,3000.0,Diesel,29999.0,12,18186.75
Mercedes,A Class,2000,Hatchback,287889.0,1396.0,Petrol,1899.0,22,13085.863636363636
Dacia,Lodgy,2013,Minivan,180335.0,1500.0,Diesel,5999.0,9,20037.222222222223
Hyundai,Santa FE,2017,SUV,13500.0,2000.0,Petrol,19990.0,5,2700.0
Nissan,Qashqai,2011,SUV,195000.0,1500.0,Diesel,8300.0,11,17727.272727272728
Opel,Astra,2007,Universal,219000.0,1300.0,Diesel,2000.0,15,14600.0
BMW,7 Series,2019,Sedan,18000.0,2993.0,Diesel,75000.0,3,6000.0
Mazda,Rare,2007,SUV,140650.0,2300.0,Petrol,4990.0,15,9376.666666666666
Volkswagen,Passat CC,2010,Sedan,131000.0,1999.0,Petrol,8999.0,12,10916.666666666666
Volkswagen,Golf,2015,Hatchback,145000.0,2000.0,Petrol,12999.0,7,20714.285714285717
Skoda,Superb,2014,Sedan,223700.0,1600.0,Diesel,12900.0,8,27962.5
Skoda,Rare,2018,Crossover,25000.0,2000.0,Petrol,27999.0,4,6250.0
Audi,A4,2009,Sedan,125000.0,2000.0,Petrol,5800.0,13,9615.384615384615
BMW,Rare,2012,Hatchback,134000.0,1600.0,Petrol,10800.0,10,13400.0
Toyota,Avensis,2006,Sedan,220000.0,2000.0,Petrol,4750.0,16,13750.0
BMW,7 Series,1999,Sedan,277000.0,3900.0,Diesel,2000.0,23,12043.478260869566
Hyundai,Accent,2002,Hatchback,218000.0,1300.0,Petrol,2500.0,20,10900.0
Volkswagen,Touareg,2013,SUV,136000.0,3000.0,Diesel,27500.0,9,15111.111111111111
Mercedes,C Class,1995,Sedan,360000.0,1800.0,Metan/Propan,2900.0,27,13333.333333333334
Ford,Rare,2001,Pickup,113383.0,1800.0,Diesel,550.0,21,5399.190476190476
Ford,Focus,2012,Hatchback,181000.0,1000.0,Petrol,5500.0,10,18100.0
Opel,Astra,2012,Universal,175620.0,1300.0,Diesel,5800.0,10,17562.0
Opel,Astra,2011,Universal,195000.0,1300.0,Diesel,5850.0,11,17727.272727272728
Mercedes,C Class,1994,Sedan,265000.0,1800.0,Metan/Propan,2200.0,28,9464.285714285714
Ford,Fusion,2006,Hatchback,135000.0,1400.0,Petrol,1300.0,16,8437.5
Seat,Ibiza,1990,Hatchback,23000.0,1184.0,Petrol,6500.0,32,718.75
Nissan,Qashqai,2017,Crossover,165000.0,1500.0,Diesel,13990.0,5,33000.0
Hyundai,Santa FE,2011,Universal,1111.0,2200.0,Diesel,13700.0,11,101.0
Renault,Scenic,2014,Minivan,230000.0,1500.0,Diesel,6800.0,8,28750.0
Volkswagen,Passat,2012,Sedan,137000.0,1800.0,Petrol,8399.0,10,13700.0
Dacia,Logan,2014,Sedan,195000.0,1200.0,Metan/Propan,3999.0,8,24375.0
Mazda,Rare,2004,Minivan,284855.0,1986.0,Diesel,2222.0,18,15825.277777777776
Skoda,Fabia,2018,Hatchback,25380.0,999.0,Petrol,8900.0,4,6345.0
Ford,Focus,2016,Hatchback,68354.0,1500.0,Diesel,9799.0,6,11392.333333333334
BMW,5 Series,2010,Sedan,298000.0,3000.0,Diesel,10500.0,12,24833.33333333333
Toyota,Avensis,2001,Universal,298000.0,200.0,Petrol,2500.0,21,14190.47619047619
Toyota,Corolla,2007,Hatchback,226000.0,1400.0,Diesel,5590.0,15,15066.666666666666
Renault,Megane,2015,Universal,116913.0,1500.0,Diesel,8299.0,7,16701.85714285714
Skoda,Superb,2008,Sedan,309853.0,2000.0,Diesel,8999.0,14,22132.35714285714
Mercedes,E Class,2013,Sedan,260000.0,2200.0,Diesel,17500.0,9,28888.88888888889
Volkswagen,Touareg,2013,SUV,183000.0,4200.0,Diesel,30999.0,9,20333.33333333333
Toyota,Land Cruiser,2008,SUV,143000.0,4500.0,Diesel,29600.0,14,10214.285714285714
Honda,CR-V,2013,Crossover,178313.0,2199.0,Diesel,14999.0,9,19812.555555555555
Hyundai,Rare,2013,Universal,157000.0,1700.0,Diesel,9700.0,9,17444.444444444445
BMW,7 Series,2006,Sedan,366007.0,3000.0,Diesel,10100.0,16,22875.4375
Mercedes,Vito,2015,Minivan,40000.0,2200.0,Diesel,9999.0,7,5714.285714285715
Ford,Focus,2015,Universal,184556.0,1500.0,Diesel,7400.0,7,26365.14285714286
Mazda,Rare,1995,Coupe,336000.0,2000.0,Petrol,1850.0,27,12444.444444444443
Mercedes,Vito,2014,Universal,209000.0,2200.0,Diesel,12199.0,8,26125.0
Toyota,Avensis,2005,Sedan,320000.0,2000.0,Diesel,6000.0,17,18823.529411764703
Hyundai,Tucson,2016,Crossover,40000.0,1600.0,Petrol,19999.0,6,6666.666666666667
Mitsubishi,Lancer,2008,Sedan,86000.0,2000.0,Petrol,7900.0,14,6142.857142857143
BMW,5 Series,2018,Sedan,175000.0,1998.0,Diesel,35000.0,4,43750.0
Volkswagen,Passat,2015,Sedan,200631.0,1400.0,Plug-in Hybrid,14800.0,7,28661.571428571428
Suzuki,Rare,2002,Hatchback,158207.0,1061.0,Petrol,2399.0,20,7910.35
Land Rover,Freelander,2012,SUV,161237.0,2200.0,Diesel,13799.0,10,16123.7
Dacia,Logan Mcv,2009,Universal,126000.0,1500.0,Diesel,5150.0,13,9692.307692307691
Skoda,Octavia,2014,Hatchback,180000.0,1400.0,Petrol,9099.0,8,22500.0
Mercedes,E Class,2004,Sedan,245000.0,2700.0,Diesel,3650.0,18,13611.111111111111
Dacia,Lodgy,2016,Microvan,71000.0,1461.0,Diesel,5900.0,6,11833.333333333334
Skoda,Fabia,2014,Sedan,109301.0,1170.0,Petrol,4800.0,8,13662.625
Mercedes,S Class,2014,Sedan,90500.0,3498.0,Hybrid,37000.0,8,11312.5
Audi,A6,1995,Universal,260000.0,2000.0,Petrol,2300.0,27,9629.62962962963
Nissan,Primera,2003,Sedan,85000.0,1800.0,Petrol,2100.0,19,4473.684210526316
Renault,Kangoo,2003,Minivan,266000.0,1461.0,Diesel,1700.0,19,14000.0
Dacia,Logan,2010,Universal,193000.0,1500.0,Diesel,4150.0,12,16083.333333333334
Nissan,Qashqai,2014,SUV,128000.0,1500.0,Diesel,10700.0,8,16000.0
Nissan,Rare,2010,Microvan,242000.0,1500.0,Diesel,5500.0,12,20166.666666666668
Volkswagen,Jetta,2012,Sedan,212000.0,1399.0,Hybrid,8400.0,10,21200.0
Dacia,Duster,2015,Crossover,140000.0,1500.0,Diesel,8200.0,7,20000.0
Ford,Mondeo,2015,Universal,179200.0,1499.0,Diesel,10750.0,7,25600.0
Jeep,Rare,2007,Crossover,170000.0,2400.0,Metan/Propan,6500.0,15,11333.333333333334
Opel,Astra,2013,Universal,200000.0,1300.0,Diesel,6500.0,9,22222.222222222223
Volkswagen,Caddy,2009,Minivan,260000.0,1900.0,Diesel,4400.0,13,20000.0
Dacia,Logan,2013,Sedan,199000.0,1500.0,Diesel,5990.0,9,22111.11111111111
Peugeot,307,2008,Sedan,13452.0,1800.0,Metan/Propan,2050.0,14,960.8571428571428
Honda,CR-V,2014,Crossover,45000.0,2200.0,Diesel,10500.0,8,5625.0
Ford,Fiesta,2019,Hatchback,8652.0,1084.0,Petrol,10000.0,3,2884.0
Toyota,Rav 4,2013,SUV,200000.0,2200.0,Diesel,18300.0,9,22222.222222222223
Nissan,Qashqai+2,2012,Crossover,180000.0,1600.0,Diesel,9000.0,10,18000.0
Volkswagen,Jetta,2013,Sedan,115500.0,1400.0,Hybrid,9399.0,9,12833.333333333334
Audi,Rare,2015,Crossover,230000.0,2000.0,Diesel,18900.0,7,32857.142857142855
Lexus,Es Series,2018,Sedan,34513.0,2500.0,Hybrid,32900.0,4,8628.25
Renault,Laguna,2014,Hatchback,21700.0,1500.0,Diesel,5900.0,8,2712.5
Volkswagen,Rare,2006,Hatchback,245455.0,1200.0,Petrol,2850.0,16,15340.9375
Volkswagen,Rare,2012,Pickup,183000.0,2000.0,Diesel,12999.0,10,18300.0
Ford,Focus,2017,Universal,152990.0,1500.0,Diesel,9200.0,5,30598.0
Renault,Megane,2006,Sedan,150333.0,1500.0,Diesel,2300.0,16,9395.8125
Nissan,Rare,2002,Microvan,289000.0,2184.0,Diesel,2500.0,20,14450.0
Toyota,Auris,2013,Universal,142865.0,1400.0,Diesel,8700.0,9,15873.888888888889
BMW,X6,2009,SUV,125000.0,3000.0,Diesel,23500.0,13,9615.384615384615
Dacia,Rare,2019,Universal,23152.0,1500.0,Diesel,10999.0,3,7717.333333333333
Volkswagen,Passat,2010,Universal,180000.0,2000.0,Diesel,6000.0,12,15000.0
Volvo,XC60,2019,SUV,16800.0,1969.0,Petrol,35390.0,3,5600.0
Skoda,Fabia,2005,Hatchback,125000.0,1400.0,Petrol,1700.0,17,7352.941176470588
Seat,Ibiza,2013,Universal,157235.0,1199.0,Diesel,5100.0,9,17470.555555555555
Volkswagen,Golf,1996,Universal,280000.0,1781.0,Petrol,1650.0,26,10769.23076923077
Volkswagen,Passat,2004,Sedan,276000.0,1800.0,Petrol,3200.0,18,15333.333333333334
Dacia,Rare,2014,Minivan,155000.0,1500.0,Diesel,6950.0,8,19375.0
Mercedes,Vito,2003,Microvan,215230.0,2200.0,Diesel,4490.0,19,11327.894736842103
Honda,Civic,1995,Coupe,300000.0,1500.0,Metan/Propan,3000.0,27,11111.111111111111
Mitsubishi,Rare,2004,SUV,217925.0,3200.0,Diesel,2700.0,18,12106.944444444443
Toyota,Rare,2012,Hatchback,126000.0,998.0,Petrol,4450.0,10,12600.0
Hyundai,Sonata,2012,Sedan,120000.0,2000.0,Petrol,6000.0,10,12000.0
Toyota,Corolla,2003,Universal,280000.0,1390.0,Metan/Propan,3600.0,19,14736.842105263158
Renault,Rare,2008,Microvan,350543.0,1995.0,Diesel,6555.0,14,25038.785714285717
Audi,A6,2012,Universal,211000.0,2000.0,Diesel,14999.0,10,21100.0
BMW,X5,2007,SUV,160000.0,3000.0,Diesel,10000.0,15,10666.666666666666
Suzuki,Rare,2006,Universal,125000.0,1400.0,Diesel,1600.0,16,7812.5
Nissan,Almera,1997,Coupe,325000.0,1600.0,Metan/Propan,2400.0,25,13000.0
Dacia,Logan,2007,Sedan,190000.0,1400.0,Metan/Propan,2450.0,15,12666.666666666666
Opel,Astra,2010,Hatchback,232000.0,1400.0,Petrol,4250.0,12,19333.33333333333
BMW,X5,2017,Crossover,28341.0,2000.0,Diesel,41499.0,5,5668.2
Rover,Rare,2002,Sedan,424126.0,1994.0,Diesel,2500.0,20,21206.3
Skoda,Octavia,2011,Hatchback,250000.0,1600.0,Petrol,5350.0,11,22727.272727272728
BMW,5 Series,2012,Sedan,191081.0,2000.0,Diesel,18499.0,10,19108.1
BMW,5 Series,2012,Sedan,140000.0,2000.0,Petrol,14999.0,10,14000.0
Toyota,Auris,2009,Hatchback,212582.0,1400.0,Diesel,5900.0,13,16352.46153846154
Mercedes,E Class,1994,Sedan,309903.0,2000.0,Petrol,3303.0,28,11067.964285714286
Volkswagen,Passat,2008,Universal,207400.0,1400.0,Petrol,6150.0,14,14814.285714285714
Toyota,Auris,2013,Hatchback,74000.0,1800.0,Hybrid,6600.0,9,8222.222222222223
